GeographyKey;CustomerAlternateKey
385;AW00022745
311;AW00022746
325;AW00022747
62;AW00022748
632;AW00022749
315;AW00022750
316;AW00022751
543;AW00022752
547;AW00022753
627;AW00022754
49;AW00022755
299;AW00022756
339;AW00022757
539;AW00022758
631;AW00022759
631;AW00022760
635;AW00022761
635;AW00022762
637;AW00022763
648;AW00022764
71;AW00022765
632;AW00022766
553;AW00022767
301;AW00022768
337;AW00022769
348;AW00022770
69;AW00022771
69;AW00022772
609;AW00022773
616;AW00022774
311;AW00022775
331;AW00022776
614;AW00022777
298;AW00022778
299;AW00022779
337;AW00022780
352;AW00022781
361;AW00022782
626;AW00022783
338;AW00022784
54;AW00022785
612;AW00022786
385;AW00022787
374;AW00022788
359;AW00022789
368;AW00022790
307;AW00022791
547;AW00022792
648;AW00022793
239;AW00022794
201;AW00022795
179;AW00022796
119;AW00022797
238;AW00022798
231;AW00022799
215;AW00022800
154;AW00022801
118;AW00022802
162;AW00022803
147;AW00022804
143;AW00022805
115;AW00022806
254;AW00022807
274;AW00022808
166;AW00022809
160;AW00022810
239;AW00022811
243;AW00022812
257;AW00022813
219;AW00022814
147;AW00022815
172;AW00022816
135;AW00022817
264;AW00022818
255;AW00022819
190;AW00022820
133;AW00022821
271;AW00022822
267;AW00022823
188;AW00022824
231;AW00022825
238;AW00022826
209;AW00022827
264;AW00022828
226;AW00022829
147;AW00022830
214;AW00022831
214;AW00022832
185;AW00022833
165;AW00022834
144;AW00022835
168;AW00022836
251;AW00022837
261;AW00022838
23;AW00022839
2;AW00022840
29;AW00022841
20;AW00022842
3;AW00022843
16;AW00022844
18;AW00022845
35;AW00022846
4;AW00022847
7;AW00022848
38;AW00022849
14;AW00022850
21;AW00022851
33;AW00022852
10;AW00022853
27;AW00022854
28;AW00022855
21;AW00022856
40;AW00022857
8;AW00022858
34;AW00022859
24;AW00022860
542;AW00022861
299;AW00022862
542;AW00022863
618;AW00022864
311;AW00022865
160;AW00022866
175;AW00022867
208;AW00022868
251;AW00022869
226;AW00022870
644;AW00022871
612;AW00022872
298;AW00022873
612;AW00022874
325;AW00022875
345;AW00022876
49;AW00022877
552;AW00022878
315;AW00022879
539;AW00022880
57;AW00022881
60;AW00022882
545;AW00022883
548;AW00022884
648;AW00022885
326;AW00022886
347;AW00022887
631;AW00022888
58;AW00022889
359;AW00022890
329;AW00022891
315;AW00022892
49;AW00022893
314;AW00022894
64;AW00022895
616;AW00022896
632;AW00022897
316;AW00022898
316;AW00022899
553;AW00022900
57;AW00022901
609;AW00022902
60;AW00022903
31;AW00022904
16;AW00022905
11;AW00022906
14;AW00022907
37;AW00022908
25;AW00022909
25;AW00022910
15;AW00022911
5;AW00022912
15;AW00022913
36;AW00022914
30;AW00022915
22;AW00022916
40;AW00022917
20;AW00022918
5;AW00022919
23;AW00022920
22;AW00022921
23;AW00022922
23;AW00022923
16;AW00022924
17;AW00022925
25;AW00022926
7;AW00022927
2;AW00022928
20;AW00022929
39;AW00022930
21;AW00022931
8;AW00022932
12;AW00022933
26;AW00022934
14;AW00022935
34;AW00022936
26;AW00022937
24;AW00022938
9;AW00022939
28;AW00022940
25;AW00022941
30;AW00022942
18;AW00022943
6;AW00022944
13;AW00022945
6;AW00022946
19;AW00022947
20;AW00022948
13;AW00022949
20;AW00022950
29;AW00022951
34;AW00022952
31;AW00022953
27;AW00022954
9;AW00022955
13;AW00022956
27;AW00022957
29;AW00022958
23;AW00022959
36;AW00022960
19;AW00022961
13;AW00022962
24;AW00022963
33;AW00022964
24;AW00022965
40;AW00022966
631;AW00022967
633;AW00022968
55;AW00022969
609;AW00022970
49;AW00022971
553;AW00022972
36;AW00022973
33;AW00022974
53;AW00022975
59;AW00022976
358;AW00022977
17;AW00022978
302;AW00022979
298;AW00022980
548;AW00022981
312;AW00022982
50;AW00022983
609;AW00022984
614;AW00022985
21;AW00022986
9;AW00022987
14;AW00022988
311;AW00022989
336;AW00022990
310;AW00022991
623;AW00022992
355;AW00022993
631;AW00022994
52;AW00022995
51;AW00022996
609;AW00022997
53;AW00022998
335;AW00022999
542;AW00023000
536;AW00023001
609;AW00023002
546;AW00023003
302;AW00023004
547;AW00023005
315;AW00023006
331;AW00023007
26;AW00023008
49;AW00023009
66;AW00023010
299;AW00023011
3;AW00023012
4;AW00023013
5;AW00023014
310;AW00023015
299;AW00023016
609;AW00023017
634;AW00023018
348;AW00023019
623;AW00023020
298;AW00023021
62;AW00023022
609;AW00023023
543;AW00023024
644;AW00023025
325;AW00023026
338;AW00023027
352;AW00023028
609;AW00023029
548;AW00023030
638;AW00023031
334;AW00023032
334;AW00023033
338;AW00023034
345;AW00023035
358;AW00023036
637;AW00023037
634;AW00023038
310;AW00023039
352;AW00023040
337;AW00023041
300;AW00023042
642;AW00023043
539;AW00023044
641;AW00023045
536;AW00023046
307;AW00023047
59;AW00023048
536;AW00023049
548;AW00023050
552;AW00023051
343;AW00023052
623;AW00023053
627;AW00023054
547;AW00023055
331;AW00023056
64;AW00023057
302;AW00023058
552;AW00023059
352;AW00023060
343;AW00023061
543;AW00023062
339;AW00023063
609;AW00023064
609;AW00023065
298;AW00023066
302;AW00023067
307;AW00023068
299;AW00023069
69;AW00023070
311;AW00023071
609;AW00023072
633;AW00023073
62;AW00023074
298;AW00023075
300;AW00023076
14;AW00023077
29;AW00023078
40;AW00023079
335;AW00023080
355;AW00023081
372;AW00023082
43;AW00023083
50;AW00023084
30;AW00023085
38;AW00023086
27;AW00023087
609;AW00023088
618;AW00023089
626;AW00023090
331;AW00023091
343;AW00023092
359;AW00023093
36;AW00023094
30;AW00023095
11;AW00023096
38;AW00023097
2;AW00023098
18;AW00023099
20;AW00023100
2;AW00023101
18;AW00023102
4;AW00023103
20;AW00023104
26;AW00023105
19;AW00023106
6;AW00023107
616;AW00023108
553;AW00023109
325;AW00023110
336;AW00023111
314;AW00023112
64;AW00023113
50;AW00023114
307;AW00023115
24;AW00023116
4;AW00023117
37;AW00023118
6;AW00023119
29;AW00023120
36;AW00023121
39;AW00023122
4;AW00023123
536;AW00023124
616;AW00023125
300;AW00023126
302;AW00023127
19;AW00023128
17;AW00023129
314;AW00023130
634;AW00023131
368;AW00023132
337;AW00023133
71;AW00023134
299;AW00023135
311;AW00023136
62;AW00023137
300;AW00023138
307;AW00023139
612;AW00023140
552;AW00023141
536;AW00023142
618;AW00023143
627;AW00023144
311;AW00023145
374;AW00023146
345;AW00023147
648;AW00023148
311;AW00023149
339;AW00023150
545;AW00023151
548;AW00023152
312;AW00023153
644;AW00023154
368;AW00023155
548;AW00023156
536;AW00023157
627;AW00023158
300;AW00023159
302;AW00023160
339;AW00023161
355;AW00023162
374;AW00023163
53;AW00023164
385;AW00023165
326;AW00023166
627;AW00023167
552;AW00023168
609;AW00023169
301;AW00023170
312;AW00023171
50;AW00023172
627;AW00023173
300;AW00023174
355;AW00023175
358;AW00023176
542;AW00023177
632;AW00023178
632;AW00023179
627;AW00023180
609;AW00023181
316;AW00023182
348;AW00023183
339;AW00023184
337;AW00023185
338;AW00023186
611;AW00023187
632;AW00023188
374;AW00023189
298;AW00023190
612;AW00023191
352;AW00023192
607;AW00023193
314;AW00023194
547;AW00023195
68;AW00023196
338;AW00023197
536;AW00023198
644;AW00023199
618;AW00023200
336;AW00023201
609;AW00023202
635;AW00023203
641;AW00023204
301;AW00023205
383;AW00023206
383;AW00023207
70;AW00023208
62;AW00023209
311;AW00023210
536;AW00023211
322;AW00023212
337;AW00023213
335;AW00023214
358;AW00023215
385;AW00023216
352;AW00023217
121;AW00023218
234;AW00023219
242;AW00023220
173;AW00023221
184;AW00023222
237;AW00023223
243;AW00023224
272;AW00023225
127;AW00023226
207;AW00023227
123;AW00023228
155;AW00023229
273;AW00023230
184;AW00023231
252;AW00023232
134;AW00023233
150;AW00023234
246;AW00023235
279;AW00023236
133;AW00023237
301;AW00023238
299;AW00023239
611;AW00023240
611;AW00023241
611;AW00023242
548;AW00023243
64;AW00023244
68;AW00023245
607;AW00023246
300;AW00023247
635;AW00023248
611;AW00023249
626;AW00023250
637;AW00023251
348;AW00023252
64;AW00023253
307;AW00023254
51;AW00023255
298;AW00023256
322;AW00023257
374;AW00023258
632;AW00023259
536;AW00023260
618;AW00023261
539;AW00023262
612;AW00023263
609;AW00023264
616;AW00023265
631;AW00023266
49;AW00023267
352;AW00023268
316;AW00023269
314;AW00023270
300;AW00023271
337;AW00023272
642;AW00023273
637;AW00023274
338;AW00023275
298;AW00023276
355;AW00023277
312;AW00023278
62;AW00023279
546;AW00023280
66;AW00023281
545;AW00023282
62;AW00023283
53;AW00023284
611;AW00023285
355;AW00023286
326;AW00023287
348;AW00023288
553;AW00023289
49;AW00023290
545;AW00023291
623;AW00023292
385;AW00023293
609;AW00023294
298;AW00023295
298;AW00023296
300;AW00023297
623;AW00023298
609;AW00023299
642;AW00023300
301;AW00023301
632;AW00023302
547;AW00023303
325;AW00023304
25;AW00023305
43;AW00023306
9;AW00023307
19;AW00023308
17;AW00023309
32;AW00023310
29;AW00023311
25;AW00023312
10;AW00023313
38;AW00023314
38;AW00023315
20;AW00023316
31;AW00023317
335;AW00023318
368;AW00023319
18;AW00023320
35;AW00023321
31;AW00023322
16;AW00023323
37;AW00023324
34;AW00023325
298;AW00023326
314;AW00023327
316;AW00023328
9;AW00023329
34;AW00023330
32;AW00023331
21;AW00023332
536;AW00023333
627;AW00023334
642;AW00023335
310;AW00023336
385;AW00023337
329;AW00023338
612;AW00023339
312;AW00023340
611;AW00023341
307;AW00023342
35;AW00023343
23;AW00023344
11;AW00023345
14;AW00023346
24;AW00023347
8;AW00023348
322;AW00023349
43;AW00023350
60;AW00023351
634;AW00023352
642;AW00023353
298;AW00023354
299;AW00023355
302;AW00023356
302;AW00023357
310;AW00023358
315;AW00023359
355;AW00023360
301;AW00023361
59;AW00023362
70;AW00023363
343;AW00023364
302;AW00023365
369;AW00023366
618;AW00023367
70;AW00023368
335;AW00023369
618;AW00023370
614;AW00023371
626;AW00023372
552;AW00023373
368;AW00023374
368;AW00023375
62;AW00023376
623;AW00023377
50;AW00023378
635;AW00023379
326;AW00023380
607;AW00023381
385;AW00023382
307;AW00023383
302;AW00023384
51;AW00023385
335;AW00023386
611;AW00023387
316;AW00023388
539;AW00023389
641;AW00023390
299;AW00023391
300;AW00023392
343;AW00023393
368;AW00023394
383;AW00023395
65;AW00023396
56;AW00023397
298;AW00023398
299;AW00023399
348;AW00023400
68;AW00023401
641;AW00023402
611;AW00023403
633;AW00023404
298;AW00023405
609;AW00023406
359;AW00023407
18;AW00023408
30;AW00023409
5;AW00023410
11;AW00023411
23;AW00023412
22;AW00023413
28;AW00023414
4;AW00023415
36;AW00023416
2;AW00023417
15;AW00023418
2;AW00023419
31;AW00023420
7;AW00023421
11;AW00023422
20;AW00023423
33;AW00023424
20;AW00023425
12;AW00023426
18;AW00023427
4;AW00023428
24;AW00023429
20;AW00023430
20;AW00023431
23;AW00023432
31;AW00023433
31;AW00023434
8;AW00023435
9;AW00023436
34;AW00023437
5;AW00023438
11;AW00023439
211;AW00023440
212;AW00023441
272;AW00023442
186;AW00023443
207;AW00023444
188;AW00023445
117;AW00023446
119;AW00023447
607;AW00023448
69;AW00023449
545;AW00023450
638;AW00023451
359;AW00023452
299;AW00023453
369;AW00023454
62;AW00023455
336;AW00023456
300;AW00023457
60;AW00023458
62;AW00023459
607;AW00023460
536;AW00023461
632;AW00023462
325;AW00023463
358;AW00023464
536;AW00023465
631;AW00023466
633;AW00023467
314;AW00023468
326;AW00023469
331;AW00023470
372;AW00023471
348;AW00023472
552;AW00023473
546;AW00023474
611;AW00023475
66;AW00023476
627;AW00023477
633;AW00023478
548;AW00023479
637;AW00023480
300;AW00023481
314;AW00023482
315;AW00023483
336;AW00023484
53;AW00023485
66;AW00023486
50;AW00023487
52;AW00023488
609;AW00023489
642;AW00023490
644;AW00023491
301;AW00023492
337;AW00023493
54;AW00023494
385;AW00023495
545;AW00023496
631;AW00023497
59;AW00023498
301;AW00023499
311;AW00023500
335;AW00023501
338;AW00023502
63;AW00023503
607;AW00023504
302;AW00023505
348;AW00023506
361;AW00023507
623;AW00023508
545;AW00023509
311;AW00023510
65;AW00023511
631;AW00023512
68;AW00023513
618;AW00023514
355;AW00023515
326;AW00023516
536;AW00023517
49;AW00023518
312;AW00023519
548;AW00023520
35;AW00023521
18;AW00023522
29;AW00023523
40;AW00023524
17;AW00023525
31;AW00023526
37;AW00023527
2;AW00023528
40;AW00023529
4;AW00023530
21;AW00023531
18;AW00023532
13;AW00023533
20;AW00023534
31;AW00023535
39;AW00023536
18;AW00023537
31;AW00023538
37;AW00023539
23;AW00023540
28;AW00023541
34;AW00023542
27;AW00023543
32;AW00023544
18;AW00023545
33;AW00023546
39;AW00023547
68;AW00023548
300;AW00023549
352;AW00023550
52;AW00023551
59;AW00023552
63;AW00023553
66;AW00023554
536;AW00023555
611;AW00023556
51;AW00023557
337;AW00023558
53;AW00023559
314;AW00023560
642;AW00023561
2;AW00023562
18;AW00023563
345;AW00023564
345;AW00023565
52;AW00023566
53;AW00023567
542;AW00023568
33;AW00023569
7;AW00023570
9;AW00023571
21;AW00023572
25;AW00023573
4;AW00023574
9;AW00023575
2;AW00023576
542;AW00023577
336;AW00023578
626;AW00023579
311;AW00023580
374;AW00023581
355;AW00023582
54;AW00023583
642;AW00023584
612;AW00023585
352;AW00023586
374;AW00023587
632;AW00023588
329;AW00023589
331;AW00023590
53;AW00023591
59;AW00023592
4;AW00023593
302;AW00023594
187;AW00023595
196;AW00023596
235;AW00023597
237;AW00023598
243;AW00023599
205;AW00023600
126;AW00023601
117;AW00023602
214;AW00023603
144;AW00023604
135;AW00023605
241;AW00023606
250;AW00023607
255;AW00023608
216;AW00023609
221;AW00023610
218;AW00023611
144;AW00023612
242;AW00023613
262;AW00023614
275;AW00023615
175;AW00023616
242;AW00023617
274;AW00023618
144;AW00023619
264;AW00023620
221;AW00023621
170;AW00023622
187;AW00023623
166;AW00023624
251;AW00023625
207;AW00023626
117;AW00023627
236;AW00023628
250;AW00023629
272;AW00023630
179;AW00023631
169;AW00023632
160;AW00023633
177;AW00023634
258;AW00023635
262;AW00023636
185;AW00023637
241;AW00023638
242;AW00023639
16;AW00023640
26;AW00023641
17;AW00023642
11;AW00023643
2;AW00023644
35;AW00023645
26;AW00023646
23;AW00023647
23;AW00023648
16;AW00023649
29;AW00023650
35;AW00023651
27;AW00023652
39;AW00023653
18;AW00023654
2;AW00023655
39;AW00023656
23;AW00023657
7;AW00023658
33;AW00023659
11;AW00023660
13;AW00023661
9;AW00023662
19;AW00023663
34;AW00023664
10;AW00023665
642;AW00023666
611;AW00023667
536;AW00023668
348;AW00023669
548;AW00023670
611;AW00023671
633;AW00023672
55;AW00023673
316;AW00023674
609;AW00023675
53;AW00023676
339;AW00023677
336;AW00023678
59;AW00023679
300;AW00023680
69;AW00023681
51;AW00023682
298;AW00023683
326;AW00023684
334;AW00023685
331;AW00023686
648;AW00023687
347;AW00023688
383;AW00023689
314;AW00023690
609;AW00023691
634;AW00023692
360;AW00023693
552;AW00023694
302;AW00023695
611;AW00023696
539;AW00023697
301;AW00023698
315;AW00023699
543;AW00023700
347;AW00023701
312;AW00023702
310;AW00023703
334;AW00023704
316;AW00023705
614;AW00023706
627;AW00023707
300;AW00023708
315;AW00023709
611;AW00023710
638;AW00023711
343;AW00023712
374;AW00023713
548;AW00023714
641;AW00023715
60;AW00023716
634;AW00023717
302;AW00023718
63;AW00023719
553;AW00023720
315;AW00023721
325;AW00023722
336;AW00023723
372;AW00023724
71;AW00023725
612;AW00023726
310;AW00023727
315;AW00023728
347;AW00023729
50;AW00023730
54;AW00023731
609;AW00023732
611;AW00023733
548;AW00023734
548;AW00023735
644;AW00023736
300;AW00023737
383;AW00023738
299;AW00023739
355;AW00023740
611;AW00023741
331;AW00023742
258;AW00023743
180;AW00023744
197;AW00023745
200;AW00023746
235;AW00023747
211;AW00023748
204;AW00023749
246;AW00023750
259;AW00023751
267;AW00023752
239;AW00023753
217;AW00023754
131;AW00023755
211;AW00023756
171;AW00023757
201;AW00023758
146;AW00023759
233;AW00023760
208;AW00023761
275;AW00023762
217;AW00023763
115;AW00023764
171;AW00023765
161;AW00023766
269;AW00023767
267;AW00023768
242;AW00023769
258;AW00023770
225;AW00023771
152;AW00023772
179;AW00023773
237;AW00023774
263;AW00023775
177;AW00023776
260;AW00023777
215;AW00023778
253;AW00023779
189;AW00023780
361;AW00023781
632;AW00023782
51;AW00023783
536;AW00023784
634;AW00023785
609;AW00023786
299;AW00023787
301;AW00023788
311;AW00023789
543;AW00023790
644;AW00023791
612;AW00023792
612;AW00023793
314;AW00023794
312;AW00023795
355;AW00023796
337;AW00023797
54;AW00023798
298;AW00023799
331;AW00023800
548;AW00023801
548;AW00023802
62;AW00023803
611;AW00023804
542;AW00023805
52;AW00023806
314;AW00023807
336;AW00023808
343;AW00023809
331;AW00023810
361;AW00023811
359;AW00023812
355;AW00023813
374;AW00023814
358;AW00023815
312;AW00023816
543;AW00023817
307;AW00023818
68;AW00023819
536;AW00023820
614;AW00023821
547;AW00023822
298;AW00023823
315;AW00023824
325;AW00023825
337;AW00023826
69;AW00023827
311;AW00023828
51;AW00023829
53;AW00023830
536;AW00023831
609;AW00023832
618;AW00023833
635;AW00023834
326;AW00023835
336;AW00023836
311;AW00023837
312;AW00023838
310;AW00023839
307;AW00023840
385;AW00023841
51;AW00023842
338;AW00023843
632;AW00023844
355;AW00023845
68;AW00023846
536;AW00023847
300;AW00023848
627;AW00023849
627;AW00023850
552;AW00023851
299;AW00023852
638;AW00023853
343;AW00023854
316;AW00023855
638;AW00023856
543;AW00023857
59;AW00023858
69;AW00023859
632;AW00023860
536;AW00023861
311;AW00023862
322;AW00023863
352;AW00023864
43;AW00023865
49;AW00023866
66;AW00023867
69;AW00023868
607;AW00023869
548;AW00023870
552;AW00023871
553;AW00023872
372;AW00023873
536;AW00023874
642;AW00023875
361;AW00023876
359;AW00023877
360;AW00023878
60;AW00023879
337;AW00023880
338;AW00023881
343;AW00023882
348;AW00023883
368;AW00023884
372;AW00023885
383;AW00023886
609;AW00023887
385;AW00023888
644;AW00023889
311;AW00023890
545;AW00023891
52;AW00023892
53;AW00023893
618;AW00023894
539;AW00023895
631;AW00023896
142;AW00023897
156;AW00023898
186;AW00023899
118;AW00023900
219;AW00023901
163;AW00023902
121;AW00023903
238;AW00023904
117;AW00023905
159;AW00023906
247;AW00023907
215;AW00023908
196;AW00023909
121;AW00023910
187;AW00023911
133;AW00023912
207;AW00023913
154;AW00023914
123;AW00023915
145;AW00023916
147;AW00023917
190;AW00023918
189;AW00023919
200;AW00023920
117;AW00023921
171;AW00023922
236;AW00023923
237;AW00023924
150;AW00023925
178;AW00023926
220;AW00023927
183;AW00023928
222;AW00023929
239;AW00023930
186;AW00023931
213;AW00023932
127;AW00023933
180;AW00023934
262;AW00023935
220;AW00023936
143;AW00023937
231;AW00023938
180;AW00023939
240;AW00023940
127;AW00023941
121;AW00023942
246;AW00023943
269;AW00023944
278;AW00023945
171;AW00023946
160;AW00023947
234;AW00023948
216;AW00023949
225;AW00023950
211;AW00023951
174;AW00023952
152;AW00023953
250;AW00023954
190;AW00023955
121;AW00023956
158;AW00023957
213;AW00023958
155;AW00023959
131;AW00023960
175;AW00023961
212;AW00023962
220;AW00023963
208;AW00023964
167;AW00023965
242;AW00023966
261;AW00023967
262;AW00023968
220;AW00023969
199;AW00023970
229;AW00023971
182;AW00023972
196;AW00023973
183;AW00023974
128;AW00023975
246;AW00023976
184;AW00023977
268;AW00023978
157;AW00023979
190;AW00023980
206;AW00023981
155;AW00023982
236;AW00023983
257;AW00023984
241;AW00023985
251;AW00023986
236;AW00023987
275;AW00023988
240;AW00023989
215;AW00023990
211;AW00023991
32;AW00023992
13;AW00023993
36;AW00023994
36;AW00023995
31;AW00023996
29;AW00023997
29;AW00023998
37;AW00023999
15;AW00024000
40;AW00024001
25;AW00024002
15;AW00024003
11;AW00024004
38;AW00024005
14;AW00024006
19;AW00024007
17;AW00024008
8;AW00024009
187;AW00024010
262;AW00024011
220;AW00024012
194;AW00024013
173;AW00024014
237;AW00024015
211;AW00024016
127;AW00024017
147;AW00024018
235;AW00024019
236;AW00024020
222;AW00024021
199;AW00024022
203;AW00024023
115;AW00024024
132;AW00024025
259;AW00024026
159;AW00024027
209;AW00024028
209;AW00024029
271;AW00024030
266;AW00024031
198;AW00024032
160;AW00024033
257;AW00024034
249;AW00024035
174;AW00024036
209;AW00024037
184;AW00024038
225;AW00024039
147;AW00024040
162;AW00024041
160;AW00024042
196;AW00024043
252;AW00024044
267;AW00024045
147;AW00024046
241;AW00024047
235;AW00024048
171;AW00024049
271;AW00024050
269;AW00024051
134;AW00024052
171;AW00024053
247;AW00024054
230;AW00024055
219;AW00024056
183;AW00024057
279;AW00024058
171;AW00024059
131;AW00024060
201;AW00024061
225;AW00024062
203;AW00024063
246;AW00024064
258;AW00024065
155;AW00024066
131;AW00024067
162;AW00024068
258;AW00024069
224;AW00024070
250;AW00024071
178;AW00024072
241;AW00024073
162;AW00024074
191;AW00024075
195;AW00024076
159;AW00024077
174;AW00024078
242;AW00024079
153;AW00024080
184;AW00024081
212;AW00024082
211;AW00024083
208;AW00024084
238;AW00024085
147;AW00024086
160;AW00024087
177;AW00024088
215;AW00024089
215;AW00024090
170;AW00024091
162;AW00024092
267;AW00024093
235;AW00024094
209;AW00024095
206;AW00024096
140;AW00024097
127;AW00024098
117;AW00024099
247;AW00024100
273;AW00024101
149;AW00024102
159;AW00024103
267;AW00024104
209;AW00024105
190;AW00024106
117;AW00024107
168;AW00024108
203;AW00024109
221;AW00024110
221;AW00024111
271;AW00024112
209;AW00024113
269;AW00024114
268;AW00024115
196;AW00024116
152;AW00024117
217;AW00024118
206;AW00024119
133;AW00024120
173;AW00024121
210;AW00024122
221;AW00024123
222;AW00024124
204;AW00024125
213;AW00024126
175;AW00024127
161;AW00024128
131;AW00024129
151;AW00024130
225;AW00024131
276;AW00024132
198;AW00024133
196;AW00024134
217;AW00024135
188;AW00024136
173;AW00024137
269;AW00024138
131;AW00024139
203;AW00024140
199;AW00024141
209;AW00024142
127;AW00024143
254;AW00024144
275;AW00024145
183;AW00024146
176;AW00024147
142;AW00024148
223;AW00024149
155;AW00024150
277;AW00024151
234;AW00024152
209;AW00024153
279;AW00024154
151;AW00024155
178;AW00024156
226;AW00024157
187;AW00024158
20;AW00024159
8;AW00024160
4;AW00024161
7;AW00024162
33;AW00024163
28;AW00024164
19;AW00024165
13;AW00024166
36;AW00024167
39;AW00024168
29;AW00024169
29;AW00024170
29;AW00024171
36;AW00024172
26;AW00024173
40;AW00024174
26;AW00024175
22;AW00024176
4;AW00024177
31;AW00024178
6;AW00024179
138;AW00024180
154;AW00024181
175;AW00024182
219;AW00024183
262;AW00024184
223;AW00024185
262;AW00024186
269;AW00024187
236;AW00024188
263;AW00024189
220;AW00024190
168;AW00024191
237;AW00024192
245;AW00024193
206;AW00024194
183;AW00024195
180;AW00024196
272;AW00024197
223;AW00024198
260;AW00024199
274;AW00024200
207;AW00024201
271;AW00024202
192;AW00024203
150;AW00024204
117;AW00024205
168;AW00024206
271;AW00024207
196;AW00024208
179;AW00024209
168;AW00024210
265;AW00024211
270;AW00024212
266;AW00024213
160;AW00024214
150;AW00024215
266;AW00024216
236;AW00024217
261;AW00024218
183;AW00024219
60;AW00024220
301;AW00024221
543;AW00024222
545;AW00024223
637;AW00024224
299;AW00024225
315;AW00024226
316;AW00024227
13;AW00024228
37;AW00024229
16;AW00024230
361;AW00024231
383;AW00024232
383;AW00024233
383;AW00024234
51;AW00024235
614;AW00024236
623;AW00024237
299;AW00024238
329;AW00024239
10;AW00024240
11;AW00024241
25;AW00024242
37;AW00024243
30;AW00024244
21;AW00024245
3;AW00024246
29;AW00024247
36;AW00024248
13;AW00024249
14;AW00024250
17;AW00024251
19;AW00024252
25;AW00024253
359;AW00024254
49;AW00024255
54;AW00024256
18;AW00024257
68;AW00024258
611;AW00024259
638;AW00024260
311;AW00024261
331;AW00024262
331;AW00024263
345;AW00024264
347;AW00024265
9;AW00024266
27;AW00024267
5;AW00024268
34;AW00024269
2;AW00024270
21;AW00024271
15;AW00024272
18;AW00024273
27;AW00024274
352;AW00024275
18;AW00024276
4;AW00024277
22;AW00024278
26;AW00024279
15;AW00024280
9;AW00024281
7;AW00024282
27;AW00024283
69;AW00024284
612;AW00024285
307;AW00024286
307;AW00024287
311;AW00024288
326;AW00024289
609;AW00024290
609;AW00024291
325;AW00024292
336;AW00024293
547;AW00024294
352;AW00024295
322;AW00024296
329;AW00024297
352;AW00024298
315;AW00024299
35;AW00024300
31;AW00024301
18;AW00024302
19;AW00024303
9;AW00024304
30;AW00024305
16;AW00024306
9;AW00024307
553;AW00024308
65;AW00024309
64;AW00024310
612;AW00024311
616;AW00024312
542;AW00024313
314;AW00024314
316;AW00024315
326;AW00024316
345;AW00024317
359;AW00024318
626;AW00024319
536;AW00024320
635;AW00024321
62;AW00024322
336;AW00024323
315;AW00024324
383;AW00024325
553;AW00024326
648;AW00024327
343;AW00024328
547;AW00024329
307;AW00024330
329;AW00024331
53;AW00024332
612;AW00024333
347;AW00024334
626;AW00024335
545;AW00024336
614;AW00024337
301;AW00024338
345;AW00024339
352;AW00024340
312;AW00024341
66;AW00024342
322;AW00024343
49;AW00024344
552;AW00024345
302;AW00024346
311;AW00024347
311;AW00024348
359;AW00024349
322;AW00024350
314;AW00024351
626;AW00024352
358;AW00024353
368;AW00024354
302;AW00024355
301;AW00024356
300;AW00024357
361;AW00024358
383;AW00024359
14;AW00024360
20;AW00024361
36;AW00024362
4;AW00024363
28;AW00024364
26;AW00024365
11;AW00024366
37;AW00024367
37;AW00024368
5;AW00024369
33;AW00024370
37;AW00024371
32;AW00024372
35;AW00024373
15;AW00024374
11;AW00024375
20;AW00024376
35;AW00024377
13;AW00024378
20;AW00024379
39;AW00024380
15;AW00024381
33;AW00024382
205;AW00024383
189;AW00024384
311;AW00024385
71;AW00024386
298;AW00024387
626;AW00024388
548;AW00024389
609;AW00024390
372;AW00024391
49;AW00024392
616;AW00024393
303;AW00024394
311;AW00024395
311;AW00024396
312;AW00024397
345;AW00024398
54;AW00024399
642;AW00024400
298;AW00024401
385;AW00024402
347;AW00024403
302;AW00024404
302;AW00024405
307;AW00024406
314;AW00024407
314;AW00024408
329;AW00024409
648;AW00024410
300;AW00024411
312;AW00024412
329;AW00024413
335;AW00024414
54;AW00024415
548;AW00024416
359;AW00024417
66;AW00024418
299;AW00024419
633;AW00024420
631;AW00024421
311;AW00024422
338;AW00024423
383;AW00024424
611;AW00024425
300;AW00024426
309;AW00024427
312;AW00024428
637;AW00024429
311;AW00024430
62;AW00024431
358;AW00024432
338;AW00024433
635;AW00024434
536;AW00024435
326;AW00024436
345;AW00024437
626;AW00024438
616;AW00024439
336;AW00024440
648;AW00024441
488;AW00024442
307;AW00024443
326;AW00024444
383;AW00024445
299;AW00024446
298;AW00024447
623;AW00024448
347;AW00024449
638;AW00024450
637;AW00024451
609;AW00024452
10;AW00024453
22;AW00024454
33;AW00024455
13;AW00024456
7;AW00024457
40;AW00024458
21;AW00024459
27;AW00024460
18;AW00024461
19;AW00024462
6;AW00024463
10;AW00024464
35;AW00024465
21;AW00024466
14;AW00024467
33;AW00024468
14;AW00024469
16;AW00024470
33;AW00024471
11;AW00024472
19;AW00024473
18;AW00024474
32;AW00024475
33;AW00024476
29;AW00024477
4;AW00024478
7;AW00024479
36;AW00024480
23;AW00024481
36;AW00024482
2;AW00024483
28;AW00024484
2;AW00024485
307;AW00024486
55;AW00024487
68;AW00024488
50;AW00024489
611;AW00024490
66;AW00024491
